Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q2_Gender_Label,Q4_Employment_Label,Q6_Nationality_Label,Q22_PricingModel_Label,Q2_Gender_1,Q2_Gender_2,Q2_Gender_3,Q2_Gender_4,Q4_Employment_1,Q4_Employment_2,Q4_Employment_3,Q4_Employment_4,Q4_Employment_5,Q6_Nationality_1,Q6_Nationality_2,Q6_Nationality_3,Q6_Nationality_4,Q6_Nationality_5,Q6_Nationality_6,Q6_Nationality_7,Q22_PricingModel_1,Q22_PricingModel_2,Q22_PricingModel_3,Q22_PricingModel_4,Q22_PricingModel_5,Q22_PricingModel_6,Q9_ReviewFrequency,Q10_NumCurrencies,Q12_SavingsPct,Q8_MobileBanking,Q8_DedicatedApp,Q11_Investment,Q11_Remittance,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q18_UAEBankIntegration,Q19_PrivacyConcern,Q23_Incentive,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Eng_WTPperPain,Flag_ValueSeeker,Flag_MultiCurrencyUser,Q21_WTP_AED,Q24_DownloadLikelihood,Respondent_ID
32,2,4,2,Female,PartTime,Other,FreeWithAds,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,1,1,0,1,1,4,4,4,4,5,6,3,4,4,5,2,4,1,1,5,4,3,4,3,2,4.12,3.0,3.83,4.46,7.84,8.0,5,0.4631,7.28,1,0,30,3,R0278
41,3,2,4,Male,Freelancer,African,FreeWithAds,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,1,4,3,3,2,2,4,2,5,5,4,3,5,2,2,3,4,4,5,3,4,2.88,1.0,3.67,3.44,4.96,1.0,2,0.7769,10.42,0,0,30,8,R0279
36,3,3,4,Male,PrivateSector,EastAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,1,0,0,0,5,5,5,5,5,3,3,4,5,4,4,4,3,5,4,3,3,3,4,5,3.0,3.0,3.5,3.4,5.0,4.0,0,0.895,16.67,0,0,50,10,R0280
39,5,5,3,Male,Government,Other,AnnualSubscription,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,3,1,1,1,0,4,4,4,3,4,6,5,5,3,5,5,5,3,6,2,2,3,5,4,5,3.5,6.0,3.5,3.95,6.0,9.0,4,0.7,14.29,1,1,50,7,R0281
51,3,5,1,Male,PrivateSector,SouthAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,3,0,0,0,1,2,1,3,4,2,2,4,3,5,5,5,3,2,4,3,5,4,2,4,5,2.25,1.0,3.67,3.12,3.5,5.0,4,0.7769,22.22,0,1,50,8,R0282
45,3,5,1,Female,PrivateSector,SouthAsian,FreeWithAds,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,1,0,1,3,3,3,3,3,3,4,4,4,4,4,4,3,3,5,4,2,4,4,6,2.38,4.0,3.83,3.79,3.56,8.0,5,0.5931,21.01,0,1,50,5,R0283
28,3,3,1,Male,PrivateSector,ArabExpat,FreeWithAds,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,1,0,1,0,4,3,3,3,3,4,5,4,3,3,3,3,1,1,5,5,4,4,4,6,3.25,3.0,4.5,4.22,5.3,9.0,3,0.965,9.23,0,1,30,10,R0284
33,3,2,4,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,2,0,1,0,1,4,5,3,4,5,6,5,3,5,5,3,5,3,1,4,4,4,4,4,4,3.75,3.0,4.17,3.98,6.7,7.0,4,0.6169,8.0,1,0,30,5,R0285
33,2,2,2,Male,Government,ArabExpat,Freemium,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,1,2,2,3,2,4,4,5,4,4,4,4,4,2,1,4,3,2,4,5,2,3.0,3.0,3.67,3.9,5.6,8.0,4,0.7769,26.67,0,0,80,8,R0286
37,5,4,5,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,1,0,0,0,1,4,3,5,4,4,4,4,4,4,4,3,5,2,4,5,3,4,5,4,3,3.88,1.0,4.17,4.14,7.16,2.0,3,0.7469,0.0,0,0,0,7,R0287
37,2,3,4,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,0,0,1,4,4,5,4,4,6,4,4,5,5,3,3,1,2,5,3,4,3,4,4,4.38,0.0,4.0,4.59,7.96,4.0,4,0.605,2.28,0,0,10,5,R0288
44,5,3,4,Female,PrivateSector,SouthAsian,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,5,2,3,2,3,3,4,4,3,3,5,5,2,4,3,4,3,2,3,5,2.88,1.0,3.0,3.54,4.76,4.0,3,0.47,27.78,0,0,80,4,R0289
33,2,3,3,Male,BusinessOwner,EastAsian,FreeWithAds,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,1,0,0,0,1,3,3,3,3,3,4,4,5,5,5,3,4,3,2,3,3,3,3,3,1,4.25,0.0,4.17,4.53,8.3,4.0,5,0.6169,2.35,0,0,10,5,R0290
30,3,4,3,Female,BusinessOwner,SouthAsian,FreeWithAds,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,3,1,1,1,1,3,5,2,4,3,3,3,4,4,4,4,4,3,2,4,5,5,3,4,4,3.25,6.0,4.33,3.62,5.7,9.0,4,0.8881,15.38,0,1,50,9,R0291
34,5,4,2,NonBinary,PrivateSector,SouthAsian,FreeWithAds,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,1,0,0,1,2,5,2,4,4,4,3,3,5,2,4,1,3,4,5,5,4,4,4,3.12,6.0,4.0,3.96,5.44,8.0,2,0.605,16.03,0,0,50,5,R0292
44,2,3,2,Male,PrivateSector,SouthAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,1,1,3,3,1,5,3,4,4,5,4,4,5,2,3,5,4,2,3,4,6,2.5,1.0,3.33,2.85,3.8,3.0,5,0.6881,32.0,0,0,80,7,R0293
40,5,4,4,Male,PartTime,SouthAsian,AnnualSubscription,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,1,0,1,3,3,3,2,3,3,2,2,5,4,5,5,3,4,3,3,3,4,5,7,2.62,3.0,3.67,3.11,3.84,7.0,4,0.7119,19.08,0,0,50,7,R0294
29,3,3,2,Male,PrivateSector,EastAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,1,1,0,1,4,3,3,4,4,4,3,5,4,4,4,5,2,4,3,4,2,5,3,6,3.5,6.0,3.33,4.15,5.8,8.0,4,0.6881,14.29,1,0,50,7,R0295
34,5,3,3,Female,PrivateSector,SouthAsian,FreeWithAds,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,4,3,5,3,5,5,3,5,4,4,3,5,3,2,5,5,3,3,4,5,3.88,0.0,4.0,4.14,6.76,3.0,2,0.67,7.73,1,0,30,6,R0296
33,3,3,4,Male,PrivateSector,ArabExpat,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,3,0,0,0,1,3,3,4,1,4,3,3,3,4,5,3,4,3,5,5,3,2,5,3,7,3.12,1.0,3.5,3.36,4.84,4.0,3,0.57,9.62,0,0,30,5,R0297
34,2,3,4,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,3,1,0,0,1,3,3,4,2,3,3,4,5,5,4,4,4,3,3,5,5,4,4,3,5,3.38,3.0,4.0,3.49,5.76,6.0,2,0.8,14.79,0,0,50,8,R0298
38,2,3,4,Male,PrivateSector,EastAsian,FreeWithAds,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,4,3,4,3,5,4,5,4,4,4,2,5,3,2,3,4,4,4,3,2,3.88,4.0,3.83,4.14,7.36,6.0,3,0.5281,2.58,0,0,10,4,R0299
29,2,3,3,Female,BusinessOwner,SouthAsian,Freemium,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,0,2,2,1,2,3,6,5,4,5,2,4,5,3,4,3,5,3,4,3,4,2.25,4.0,3.5,3.22,3.7,7.0,2,0.635,22.22,0,0,50,6,R0300
34,2,2,4,Male,Government,Western,FreeWithAds,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,1,3,3,3,3,3,4,5,5,4,5,3,4,2,2,4,4,4,5,4,4,3.0,6.0,4.33,3.6,5.2,8.0,3,0.8231,10.0,0,0,30,8,R0301
42,2,3,5,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,1,1,0,1,0,4,4,5,5,5,4,4,4,4,5,3,5,1,1,4,5,3,2,4,3,4.38,2.0,3.67,4.39,8.16,7.0,3,0.6469,6.85,0,0,30,6,R0302
39,2,2,4,Female,PartTime,SouthAsian,Freemium,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,0,1,4,3,5,5,5,6,4,5,4,5,3,4,4,4,5,3,5,3,3,1,4.25,1.0,3.83,4.03,8.3,2.0,2,0.5931,0.0,0,0,0,5,R0303
37,2,3,4,Female,PrivateSector,African,FreeWithAds,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2,1,0,0,0,1,3,4,5,5,5,4,5,4,5,5,3,5,2,2,4,3,3,4,3,4,4.25,1.0,3.5,4.32,7.7,3.0,4,0.57,2.35,0,0,10,5,R0304
41,3,2,5,Female,PrivateSector,Western,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,3,2,3,2,3,2,4,5,5,4,2,4,3,2,5,2,4,3,5,10,2.38,1.0,3.33,2.89,3.0,2.0,3,0.6231,21.01,0,0,50,6,R0305
44,3,5,4,Female,Freelancer,SouthAsian,AnnualSubscription,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,1,1,0,1,1,4,4,4,3,3,4,4,4,4,4,5,4,1,5,3,2,4,5,4,3,3.62,3.0,3.5,4.41,6.64,9.0,4,0.57,0.0,0,1,0,5,R0306
41,2,2,4,Female,Government,SouthAsian,FreeWithAds,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,1,0,0,4,3,5,5,4,5,4,4,5,5,4,4,3,1,4,4,4,3,4,3,4.0,3.0,3.83,4.2,7.4,5.0,2,0.5931,7.5,1,0,30,5,R0307
43,4,2,5,Male,PrivateSector,Other,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,1,1,0,0,0,2,3,4,1,3,2,4,4,5,5,5,5,2,6,3,4,3,3,4,5,2.62,3.0,3.33,3.91,4.24,6.0,1,0.6881,19.08,0,1,50,7,R0308
37,2,2,4,Female,PrivateSector,EastAsian,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,2,0,0,0,1,4,4,3,3,3,2,4,3,5,3,3,4,2,1,2,5,3,5,5,4,3.12,1.0,3.67,3.66,5.44,4.0,5,0.4519,16.03,0,0,50,3,R0309
29,2,5,1,Female,Government,SouthAsian,Freemium,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,0,1,1,3,3,3,3,3,3,5,5,4,3,2,5,2,4,5,4,4,5,3,5,3.12,3.0,4.17,3.46,5.24,7.0,5,0.5519,16.03,0,0,50,4,R0310
43,3,5,5,Female,Government,SouthAsian,Freemium,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,1,1,2,4,3,2,2,2,4,5,5,5,5,4,2,1,4,5,4,2,4,10,2.75,1.0,3.67,3.18,3.5,6.0,5,0.6469,18.18,0,0,50,6,R0311
33,5,3,1,Male,Government,EastAsian,PayPerFeature,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,5,4,3,2,4,4,4,4,4,5,3,4,3,1,5,5,5,5,3,6,3.5,1.0,4.5,3.65,5.8,3.0,2,0.705,14.29,1,0,50,6,R0312
31,5,4,4,Male,PrivateSector,Western,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,1,1,0,0,1,4,4,4,2,3,4,3,4,4,2,3,4,3,6,3,5,4,5,5,4,3.38,3.0,4.33,4.09,5.96,5.0,3,0.8881,14.79,0,0,50,9,R0313
37,3,5,4,Male,PrivateSector,EastAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,0,1,0,1,4,4,4,2,3,4,3,4,4,4,5,4,2,5,4,5,4,4,4,5,3.38,4.0,4.0,4.29,5.76,8.0,4,0.605,23.67,0,1,80,5,R0314
48,3,3,5,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,2,0,0,0,0,2,3,2,1,3,2,4,3,5,5,3,5,3,5,5,2,2,4,4,4,2.75,1.0,3.33,3.68,4.7,5.0,2,0.5581,3.64,0,1,10,5,R0315
39,2,2,1,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,3,2,5,3,5,4,5,4,5,5,3,5,2,3,5,4,3,3,4,2,3.88,0.0,4.0,4.14,7.36,3.0,3,0.345,2.58,0,0,10,1,R0316
47,4,5,5,Male,BusinessOwner,SouthAsian,MonthlySubscription,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,0,1,3,2,3,5,2,3,5,4,4,5,4,4,2,3,5,5,3,4,3,5,2.88,6.0,3.83,3.54,4.76,9.0,3,0.5931,27.78,0,0,80,5,R0317
31,3,2,3,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,0,0,0,3,3,3,3,4,3,3,3,5,3,4,5,2,4,5,4,5,4,2,1,3.25,3.0,4.0,4.03,6.3,6.0,4,0.865,24.62,0,0,80,9,R0318
30,3,3,2,Male,PrivateSector,Western,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,1,1,0,1,4,3,2,3,3,4,4,5,4,4,3,5,3,3,4,4,4,4,4,4,3.0,6.0,4.17,3.9,5.2,9.0,3,0.5519,16.67,0,0,50,4,R0319
33,2,3,1,Female,Freelancer,Other,Freemium,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,0,1,0,1,3,4,4,3,4,3,5,4,4,2,3,5,2,4,5,4,4,4,5,5,3.88,4.0,4.17,4.54,6.76,8.0,4,0.8119,12.89,1,1,50,8,R0320
34,1,3,4,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,1,5,4,5,3,5,5,5,5,5,5,4,5,2,3,5,5,4,5,4,4,4.38,1.0,4.5,4.59,7.96,4.0,4,0.64,2.28,0,0,10,5,R0321
39,3,3,4,Male,PrivateSector,ArabExpat,Freemium,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,1,3,1,2,2,4,3,3,4,5,5,4,5,4,4,4,2,3,4,3,5,2.88,1.0,3.17,3.54,4.76,4.0,4,0.6119,10.42,0,0,30,6,R0322
40,5,1,2,Male,BusinessOwner,Western,MonthlySubscription,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,0,3,4,4,3,4,4,4,4,5,5,4,3,2,1,3,3,3,3,5,3,3.88,0.0,3.67,4.14,7.16,3.0,4,0.6469,7.73,0,0,30,6,R0323
33,3,4,4,Male,BusinessOwner,ArabExpat,FreeWithAds,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,1,2,3,3,2,3,3,5,4,3,4,3,5,3,4,4,5,4,4,4,5,2.88,1.0,3.83,3.84,4.76,4.0,4,0.7231,17.36,0,0,50,7,R0324
31,5,5,4,Male,Freelancer,EastAsian,Freemium,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,3,1,1,0,1,3,3,5,3,3,6,3,4,3,4,5,3,1,3,3,4,4,4,3,3,3.38,6.0,3.83,3.69,6.16,9.0,3,0.5931,23.67,0,1,80,5,R0325
45,5,3,5,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,1,0,0,0,1,2,4,3,2,4,4,3,4,4,4,3,4,2,5,4,4,2,3,4,7,2.5,0.0,3.33,3.45,3.6,3.0,3,0.6231,12.0,0,0,30,6,R0326
40,2,5,5,Male,Government,Emirati,Freemium,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,4,2,5,4,5,5,4,5,4,5,3,4,1,2,4,5,4,4,4,3,4.12,1.0,4.0,4.46,7.64,4.0,3,0.475,2.43,0,0,10,3,R0327
40,3,1,4,Female,Freelancer,Other,Freemium,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,1,0,0,1,4,3,4,4,5,5,4,4,5,5,2,5,2,2,4,4,3,4,3,3,4.0,3.0,3.5,4.4,7.4,6.0,4,0.635,7.5,1,0,30,6,R0328
50,4,4,5,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,1,4,3,1,2,4,3,4,4,4,4,4,5,3,3,4,4,3,3,4,4,2.75,2.0,3.33,3.78,4.7,6.0,4,0.6231,18.18,0,0,50,6,R0329
31,5,5,4,Female,PrivateSector,African,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1,0,1,1,1,3,3,4,2,3,3,4,4,5,4,3,5,2,6,4,4,5,3,3,5,3.25,4.0,3.83,4.03,5.5,9.0,6,0.4631,9.23,0,0,30,3,R0330
45,5,4,4,Female,BusinessOwner,Western,MonthlySubscription,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,1,2,3,3,1,3,4,4,4,3,5,5,4,4,4,5,4,3,5,5,6,2.38,3.0,4.33,3.59,3.56,5.0,2,0.6931,33.61,0,0,80,6,R0331
41,3,3,2,Female,PrivateSector,African,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,3,1,0,0,1,3,3,2,3,4,4,4,4,5,5,2,4,2,6,3,4,4,4,4,5,3.12,3.0,3.5,3.36,5.24,5.0,3,0.505,9.62,0,0,30,4,R0332
39,2,3,4,Female,Freelancer,SouthAsian,PayPerFeature,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,3,4,4,2,3,5,4,4,3,3,4,4,3,4,5,4,4,5,2,5,3.0,6.0,4.0,3.9,5.0,9.0,4,0.8,26.67,0,0,80,8,R0333
34,4,4,3,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,1,4,3,4,3,4,5,5,3,5,4,5,4,3,4,3,3,5,3,3,4,3.5,1.0,3.5,3.85,6.2,3.0,2,0.57,14.29,0,0,50,5,R0334
29,2,2,3,Male,PrivateSector,African,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,2,0,0,0,0,4,3,4,2,4,5,4,4,2,2,3,4,2,3,4,4,3,5,3,5,3.38,1.0,3.83,3.99,5.76,5.0,2,0.5931,0.0,0,1,0,5,R0335
30,4,5,3,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,1,1,3,2,4,3,4,4,5,4,4,4,5,5,1,3,4,5,5,4,2,10,3.25,6.0,4.17,3.52,4.5,9.0,4,0.6819,46.15,0,0,150,6,R0336
37,5,4,4,Male,Freelancer,Emirati,Freemium,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,1,1,3,3,3,2,3,2,3,3,5,4,2,5,3,6,5,4,2,3,4,6,2.62,1.0,3.67,3.21,4.04,5.0,5,0.7119,11.45,0,0,30,7,R0337
45,3,3,4,Female,PrivateSector,EastAsian,OneTimePurchase,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,0,0,0,0,3,1,3,4,4,3,4,5,5,3,4,5,3,2,3,5,2,4,5,6,2.75,1.0,3.83,3.48,4.3,4.0,4,0.5931,10.91,0,0,30,5,R0338
33,3,3,1,Female,Government,EastAsian,Freemium,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,1,0,0,1,0,3,3,5,3,5,5,5,4,4,5,2,5,2,4,4,2,3,5,5,3,3.88,1.0,4.0,4.34,7.16,6.0,4,0.67,2.58,0,0,10,6,R0339
28,3,3,3,Female,Freelancer,SouthAsian,Freemium,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,1,1,0,1,2,2,3,4,5,4,4,5,4,4,4,4,2,2,4,5,4,5,4,4,3.25,5.0,4.5,4.22,5.7,9.0,3,0.77,15.38,0,1,50,7,R0340
37,2,2,3,Female,Freelancer,African,Freemium,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,1,0,0,0,1,4,4,5,3,5,5,4,5,5,5,2,5,3,1,4,3,3,4,5,3,4.12,1.0,3.83,4.46,7.64,3.0,2,0.5281,7.28,0,0,30,4,R0341
36,2,4,5,PreferNotSay,PartTime,Western,OneTimePurchase,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,1,0,0,1,1,5,3,5,4,2,6,5,4,3,5,3,5,2,2,5,5,4,4,4,1,3.75,1.0,4.33,4.08,7.3,4.0,5,0.4981,2.67,0,0,10,3,R0342
34,3,3,2,Female,PrivateSector,ArabExpat,Freemium,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,0,3,2,4,4,3,3,5,5,3,4,5,4,3,3,3,3,4,3,3,6,3.25,6.0,3.17,4.03,5.3,9.0,3,0.6119,9.23,0,0,30,6,R0343
44,5,3,5,Male,PrivateSector,EastAsian,PayPerFeature,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,2,2,2,2,3,2,2,4,4,5,4,4,3,1,5,4,3,5,3,6,2.5,1.0,3.83,3.65,3.8,3.0,0,0.7231,60.0,0,0,150,7,R0344
43,5,4,2,Female,BusinessOwner,SouthAsian,MonthlySubscription,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,2,1,0,1,0,2,1,3,3,1,4,4,3,3,4,3,5,3,4,3,4,3,5,5,4,2.12,3.0,4.17,3.16,3.44,8.0,4,0.6819,23.58,0,0,50,6,R0345
35,2,3,2,Male,Government,SouthAsian,AnnualSubscription,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,1,3,4,5,4,5,4,4,5,5,5,3,3,2,3,4,5,3,5,3,3,4.0,1.0,4.17,4.2,7.4,4.0,4,0.4869,0.0,0,0,0,3,R0346
35,4,2,1,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,1,0,4,4,4,4,5,4,4,5,5,4,4,5,2,3,4,4,5,3,3,2,4.12,1.0,4.0,4.26,7.84,5.0,4,0.54,12.14,0,0,50,4,R0347
31,3,3,4,Female,PrivateSector,ArabExpat,Freemium,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,2,3,2,4,3,4,4,4,4,4,4,3,3,2,5,3,5,5,4,4,2.88,4.0,4.33,4.04,4.96,8.0,2,0.6931,17.36,0,1,50,6,R0348
41,3,3,5,Male,Freelancer,ArabExpat,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,3,0,0,0,1,1,2,1,1,3,3,3,5,4,5,5,5,4,3,4,3,3,3,4,8,2.12,1.0,3.33,2.86,3.0,4.0,5,0.6881,23.58,0,0,50,7,R0349
33,1,3,3,Male,PrivateSector,EastAsian,OneTimePurchase,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,0,1,0,1,5,5,5,4,5,5,5,4,4,5,3,4,2,1,5,3,4,5,2,4,4.5,4.0,3.83,4.6103,8.2,6.0,4,0.7231,2.22,1,0,10,7,R0350
39,2,2,5,Male,Freelancer,EastAsian,Freemium,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4,1,0,0,0,1,4,4,5,4,4,7,5,5,3,5,4,5,1,2,4,4,5,3,4,3,4.0,0.0,3.83,4.6,7.4,5.0,4,0.5281,7.5,0,1,30,4,R0351
45,5,3,5,Female,PrivateSector,Western,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,0,0,0,1,4,4,4,1,4,3,4,4,4,5,2,5,2,6,5,4,2,3,4,2,3.12,1.0,3.5,3.16,5.84,3.0,3,0.57,9.62,0,0,30,5,R0352
