Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q2_Gender_Label,Q4_Employment_Label,Q6_Nationality_Label,Q2_Gender_1,Q2_Gender_2,Q2_Gender_3,Q2_Gender_4,Q4_Employment_1,Q4_Employment_2,Q4_Employment_3,Q4_Employment_4,Q4_Employment_5,Q6_Nationality_1,Q6_Nationality_2,Q6_Nationality_3,Q6_Nationality_4,Q6_Nationality_5,Q6_Nationality_6,Q6_Nationality_7,Q9_ReviewFrequency,Q10_NumCurrencies,Q12_SavingsPct,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_HealthDashboard,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q19_PrivacyConcern,Q17_InterfacePref_Label,Q17_InterfacePref_1,Q17_InterfacePref_2,Q17_InterfacePref_3,Q17_InterfacePref_4,Q17_InterfacePref_5,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q24_DownloadLikelihood,Q31_ConfidenceAI,Q27_CurrentSatisfaction,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Flag_MultiCurrencyUser,Q20_WTP_Binary
35,3,2,5,Female,PartTime,Western,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,0,0,0,0,1,0,1,1,0,0,0,3,5,5,4,3,5,3,5,4,4,5,4,4,5,4,4,4,5,3,Both,0,0,1,0,0,4,3,5,4,5,5,6,5,4,4.12,0.0,4.33,7.44,3.0,2,0.6781,0,0,0
30,2,3,4,Female,BusinessOwner,SouthAsian,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,1,1,0,0,0,1,1,0,1,1,1,4,2,4,1,3,3,2,4,2,4,5,5,3,4,4,4,3,5,3,NoPreference,0,0,0,0,1,3,3,4,4,4,5,5,2,5,2.88,3.0,3.83,4.76,8.0,5,0.5481,0,0,1
46,2,4,5,Female,Government,SouthAsian,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,3,0,1,0,1,0,1,0,0,0,0,0,3,3,2,3,2,4,3,3,2,4,4,4,5,4,3,4,4,3,2,Both,0,0,1,0,0,3,3,3,4,2,5,8,5,5,2.88,3.0,3.33,4.76,4.0,1,0.7081,0,0,1
46,2,5,5,Female,PrivateSector,EastAsian,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,1,0,1,0,1,1,5,4,3,1,3,3,3,4,3,4,4,4,3,3,5,5,5,5,1,Both,0,0,1,0,0,3,4,4,3,3,5,9,6,6,3.25,1.0,3.67,5.3,4.0,4,0.7969,0,0,1
33,2,3,3,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,1,1,0,0,1,0,0,0,1,1,5,5,5,5,5,5,5,5,2,3,4,5,4,3,3,4,5,4,3,Both,0,0,1,0,0,4,3,4,3,4,4,10,5,5,3.0,6.0,3.67,5.0,9.0,3,0.8319,0,0,1
41,3,2,3,Female,Government,SouthAsian,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,1,1,1,1,4,5,4,5,4,1,3,5,4,5,5,4,5,5,3,4,4,5,2,Both,0,0,1,0,0,4,4,1,5,4,5,6,6,3,3.88,4.0,3.83,7.16,8.0,4,0.6581,0,0,0
30,5,3,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,1,1,0,0,0,1,0,1,0,1,3,4,3,2,3,3,3,4,2,5,5,3,5,4,3,3,5,4,2,Both,0,0,1,0,0,3,5,3,4,4,4,8,7,5,3.12,6.0,3.83,5.24,9.0,3,0.7731,0,0,0
44,5,5,1,Male,BusinessOwner,EastAsian,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,1,0,1,1,0,0,1,0,1,1,0,1,3,3,3,3,4,5,4,5,3,4,4,5,3,4,4,5,5,5,2,Both,0,0,1,0,0,5,3,4,4,3,3,7,3,4,3.75,6.0,3.67,6.7,9.0,4,0.6519,1,1,1
45,4,5,5,Male,Freelancer,SouthAsian,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5,1,0,0,1,0,0,0,0,0,1,0,1,3,3,4,2,1,4,3,3,4,4,5,5,4,5,5,4,4,5,2,Both,0,0,1,0,0,5,5,4,5,4,4,7,7,4,2.88,4.0,4.5,4.96,9.0,2,0.77,0,1,1
42,3,5,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,1,1,0,1,0,1,1,1,1,3,3,2,2,2,3,2,3,3,5,5,4,3,3,4,5,4,4,1,Both,0,0,1,0,0,4,4,5,4,4,4,6,5,5,2.5,4.0,4.17,4.0,9.0,5,0.6669,0,1,1
45,2,4,5,Male,BusinessOwner,ArabExpat,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,4,0,0,0,0,0,1,0,1,0,1,1,1,1,3,2,2,3,3,5,5,2,3,4,4,4,4,5,5,5,3,WebOnly,0,1,0,0,0,3,4,3,4,3,4,6,3,3,2.5,1.0,3.5,4.4,5.0,4,0.59,0,1,0
32,4,5,4,PreferNotSay,PartTime,Western,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,3,2,0,1,1,0,0,1,1,1,1,0,1,3,3,3,2,3,3,2,5,5,4,4,4,5,3,3,5,5,4,3,Both,0,0,1,0,0,4,3,2,4,5,4,7,3,5,3.0,6.0,3.67,5.0,9.0,5,0.6519,0,0,1
41,4,4,5,Male,PrivateSector,Western,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,1,2,4,3,2,3,4,3,4,1,4,5,5,4,4,5,4,3,4,2,WhatsApp,0,0,0,1,0,3,5,4,4,3,3,4,3,3,3.12,1.0,3.67,5.64,4.0,2,0.5019,0,0,0
44,4,3,3,Female,Government,EastAsian,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,2,0,1,0,0,0,0,1,1,1,0,0,5,5,5,5,5,5,5,5,2,4,3,4,4,5,3,5,5,4,1,Both,0,0,1,0,0,4,3,5,3,2,5,10,2,3,2.62,3.0,3.67,4.64,8.0,3,0.7869,0,1,1
37,5,2,3,Male,Government,Emirati,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,1,0,1,1,0,0,0,1,1,0,0,1,3,3,3,3,2,4,2,3,1,5,5,5,2,4,5,4,2,4,4,Both,0,0,1,0,0,4,5,3,5,5,4,7,7,3,2.88,6.0,4.33,5.16,9.0,3,0.7581,0,1,1
33,4,5,3,Male,Government,SouthAsian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,1,1,1,1,0,1,3,2,3,3,4,5,3,3,1,5,4,4,4,5,4,5,4,4,1,Both,0,0,1,0,0,4,3,3,5,5,5,7,4,6,3.25,1.0,4.17,5.3,7.0,5,0.7019,0,1,1
43,4,3,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,1,0,0,0,1,1,1,0,0,0,3,2,2,2,2,3,2,3,5,3,3,4,4,3,4,4,4,4,3,Both,0,0,1,0,0,3,4,3,4,5,5,3,3,4,2.38,3.0,4.0,3.96,4.0,3,0.475,0,0,1
46,2,4,5,NonBinary,Government,SouthAsian,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,2,1,0,0,0,0,1,1,0,1,1,1,4,2,3,1,2,3,3,3,2,2,3,4,4,5,5,4,5,4,2,WebOnly,0,1,0,0,0,4,4,4,4,4,3,4,3,5,2.62,1.0,3.83,4.24,7.0,5,0.5131,0,1,1
46,5,4,5,Female,BusinessOwner,SouthAsian,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,1,0,0,1,2,2,4,4,1,3,1,3,6,4,4,3,4,4,4,5,5,1,4,MobileOnly,1,0,0,0,0,4,5,3,4,4,4,10,6,6,2.5,3.0,4.0,3.8,7.0,3,0.87,0,1,0
44,4,3,5,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,2,2,5,2,3,3,3,7,2,4,3,4,4,4,4,5,3,3,WhatsApp,0,0,0,1,0,3,4,2,4,4,5,1,1,5,2.62,1.0,3.67,4.24,2.0,1,0.3219,0,0,1
48,3,4,5,PreferNotSay,PrivateSector,ArabExpat,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,1,1,0,0,1,1,1,1,1,1,2,2,1,2,3,2,3,4,2,3,3,5,4,4,4,4,4,4,2,MobileOnly,1,0,0,0,0,4,5,4,4,4,4,7,5,5,2.38,6.0,4.17,3.76,9.0,6,0.7169,0,1,1
26,3,4,2,Male,Government,Western,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,1,0,1,0,0,1,0,1,0,0,1,3,2,1,3,2,5,2,3,3,4,4,4,5,5,3,4,4,4,2,Both,0,0,1,0,0,4,3,5,5,5,4,7,4,7,2.62,4.0,4.33,3.84,7.0,3,0.7131,0,0,1
43,2,3,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0,1,0,1,1,4,3,4,4,5,5,2,5,3,5,4,4,5,5,2,4,5,5,3,MobileOnly,1,0,0,0,0,4,3,4,3,4,4,6,4,3,4.0,3.0,3.67,7.4,5.0,4,0.6169,0,0,0
39,5,3,5,Female,BusinessOwner,EastAsian,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,2,0,0,0,0,0,0,1,1,1,1,0,2,4,4,5,4,3,2,3,6,5,5,4,5,4,4,5,3,2,2,Both,0,0,1,0,0,5,5,3,3,3,2,7,6,4,3.38,1.0,3.5,5.96,6.0,4,0.685,0,1,1
34,1,2,3,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,2,1,1,1,0,1,1,1,1,1,0,1,0,3,5,5,3,4,5,5,5,1,6,4,4,4,4,3,4,5,5,3,MobileOnly,1,0,0,0,0,4,3,3,4,4,5,6,3,2,4.38,2.0,3.83,8.36,4.0,4,0.6131,0,0,0
36,3,3,3,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,1,0,0,1,1,0,0,0,4,4,5,5,3,5,3,4,4,6,4,5,5,5,2,3,5,5,3,WhatsApp,0,0,0,1,0,4,5,4,4,4,3,7,8,1,4.12,1.0,4.0,8.04,3.0,2,0.75,0,0,0
29,2,4,1,Male,PrivateSector,ArabExpat,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,3,0,1,0,0,0,0,0,0,0,0,1,4,2,5,1,4,3,4,4,6,4,4,5,4,4,5,4,5,5,3,Both,0,0,1,0,0,4,4,3,5,4,5,6,4,4,3.38,3.0,4.17,5.96,7.0,1,0.6519,0,1,1
31,3,2,3,Female,Freelancer,Emirati,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3,1,1,0,1,0,1,1,0,1,0,0,1,4,3,5,3,3,4,3,5,3,4,5,4,5,5,3,4,5,5,3,MobileOnly,1,0,0,0,0,3,3,3,5,4,2,2,1,5,3.75,3.0,3.33,6.5,7.0,3,0.3481,1,0,1
32,3,5,3,Female,PrivateSector,Emirati,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,2,4,4,2,4,4,2,5,1,6,3,3,4,5,4,3,3,5,1,Both,0,0,1,0,0,4,3,3,5,4,2,3,3,6,3.38,1.0,3.5,5.56,4.0,0,0.44,0,1,1
32,2,3,2,Male,Freelancer,SouthAsian,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,2,0,1,1,0,0,1,0,1,0,0,1,4,3,3,4,3,3,2,4,2,3,4,4,4,3,3,5,4,3,3,MobileOnly,1,0,0,0,0,5,4,4,4,3,3,9,6,5,3.25,6.0,3.83,5.5,9.0,3,0.8081,0,0,1
34,2,1,4,Male,PrivateSector,Other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,0,1,1,0,1,0,1,5,3,5,5,4,5,4,5,7,4,3,3,5,4,3,4,4,5,3,Both,0,0,1,0,0,4,4,4,4,4,3,7,4,1,4.5,1.0,3.83,8.56,5.0,4,0.6781,0,0,0
35,5,4,4,Male,Government,EastAsian,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,1,0,1,1,0,0,1,1,1,0,0,0,5,5,4,4,2,5,3,2,1,4,5,4,4,5,5,5,3,5,2,Both,0,0,1,0,0,4,4,4,5,5,3,6,5,5,3.75,6.0,4.17,6.5,8.0,3,0.6669,1,0,1
48,2,2,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,1,0,1,1,2,4,3,3,1,3,3,3,4,2,3,5,4,4,4,4,5,3,4,Both,0,0,1,0,0,3,3,3,3,5,4,6,4,5,2.75,3.0,3.5,4.5,7.0,3,0.605,0,1,0
38,2,3,1,Male,PartTime,EastAsian,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,1,1,0,0,4,4,5,3,5,4,5,5,1,6,5,4,3,5,3,5,4,5,3,MobileOnly,1,0,0,0,0,4,5,4,4,4,5,6,5,2,4.38,1.0,4.33,8.36,4.0,3,0.6781,0,0,0
36,3,4,5,Female,BusinessOwner,EastAsian,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,1,4,1,3,3,3,3,3,2,6,3,2,3,4,4,4,5,5,3,3,MobileOnly,1,0,0,0,0,3,2,2,3,3,3,4,3,4,2.75,1.0,3.0,4.7,4.0,2,0.455,0,0,0
41,3,3,1,Male,PrivateSector,Western,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,1,0,0,1,0,1,1,0,1,4,2,2,1,1,3,1,2,4,2,4,3,5,4,4,3,4,3,2,MobileOnly,1,0,0,0,0,3,4,5,3,4,3,4,2,6,2.0,6.0,3.67,3.0,9.0,4,0.4869,0,0,1
50,5,5,5,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,1,1,0,0,0,1,0,0,1,0,2,2,3,2,1,4,2,3,6,3,3,3,3,3,4,5,5,4,3,Both,0,0,1,0,0,3,4,4,3,3,5,4,2,7,2.38,6.0,3.67,3.36,8.0,2,0.4869,0,0,1
40,2,2,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,1,0,0,2,4,3,2,3,5,2,4,6,3,4,3,5,4,3,4,4,5,3,MobileOnly,1,0,0,0,0,5,5,3,2,5,4,8,7,7,3.12,1.0,4.0,4.84,5.0,3,0.785,0,0,0
39,3,5,3,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,1,0,0,1,0,1,1,1,1,3,4,3,5,3,3,3,5,4,4,3,4,5,5,3,5,4,4,2,WebOnly,0,1,0,0,0,4,4,3,4,4,5,7,4,5,3.62,4.0,4.0,6.24,8.0,5,0.69,0,0,0
45,3,3,3,Male,Government,ArabExpat,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,2,0,1,0,0,1,1,0,0,0,0,0,3,4,4,4,4,4,1,2,6,5,4,5,3,5,5,3,4,4,2,WebOnly,0,1,0,0,0,4,3,3,4,3,5,8,7,5,3.25,2.0,3.67,5.5,6.0,1,0.7619,0,1,1
41,3,5,1,Female,BusinessOwner,ArabExpat,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4,1,1,1,0,0,0,1,0,1,1,0,1,5,4,4,3,3,4,5,3,1,5,3,4,4,4,4,5,4,4,1,WebOnly,0,1,0,0,0,4,4,4,4,4,3,8,5,5,3.88,3.0,3.83,6.76,9.0,4,0.7431,1,1,1
39,3,3,3,Female,PartTime,ArabExpat,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,1,1,4,3,5,3,1,2,2,5,1,5,3,5,4,4,2,3,4,4,2,WhatsApp,0,0,0,1,0,5,3,5,2,5,4,5,3,3,3.12,1.0,4.0,5.64,3.0,3,0.575,0,0,0
35,3,5,2,Female,PrivateSector,ArabExpat,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,1,1,1,1,0,0,1,3,5,5,3,4,5,4,5,4,6,4,5,4,5,4,3,4,5,2,MobileOnly,1,0,0,0,0,3,5,3,4,3,5,4,5,3,4.25,0.0,3.83,7.9,3.0,4,0.5431,1,0,1
48,3,4,5,Female,PrivateSector,Other,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,1,1,1,1,0,1,2,3,2,2,1,4,2,3,4,5,3,5,5,4,3,4,3,2,1,Both,0,0,1,0,0,3,4,3,4,3,5,3,3,5,2.38,1.0,3.67,3.76,5.0,5,0.4519,0,0,0
32,2,4,2,Female,PartTime,Other,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,1,1,1,1,0,1,4,4,4,4,4,5,3,5,7,6,3,4,4,5,2,4,4,4,1,Both,0,0,1,0,0,5,4,3,4,4,3,3,4,2,4.12,3.0,3.83,7.84,8.0,5,0.4781,1,0,1
41,3,2,4,Male,Freelancer,African,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,4,3,3,3,2,2,2,4,5,4,2,5,5,4,3,5,5,5,2,WebOnly,0,1,0,0,0,3,4,4,5,3,3,8,7,4,2.88,1.0,3.67,4.96,1.0,2,0.7619,0,0,0
36,3,3,4,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,4,3,3,4,5,4,4,4,4,4,3,Both,0,0,1,0,0,4,3,3,3,4,4,10,1,5,3.0,3.0,3.5,5.0,4.0,0,0.76,0,0,0
39,5,5,3,Male,Government,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,3,0,1,1,0,0,0,1,1,1,0,1,4,4,4,2,3,4,3,4,6,6,5,5,3,5,5,3,5,4,3,Both,0,0,1,0,0,2,2,3,5,5,4,7,4,5,3.5,6.0,3.5,6.0,9.0,4,0.655,1,1,1
51,3,5,1,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,0,0,0,0,0,1,1,1,0,0,1,2,1,3,1,4,2,3,2,2,2,4,3,5,5,5,5,3,4,2,WhatsApp,0,0,0,1,0,3,5,4,2,4,4,8,8,5,2.25,1.0,3.67,3.5,5.0,4,0.7769,0,1,1
45,3,5,1,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1,0,1,0,0,1,1,1,0,1,1,3,3,3,1,3,3,2,1,2,3,4,4,4,4,4,4,4,4,3,Both,0,0,1,0,0,5,4,2,4,4,4,5,2,6,2.38,4.0,3.83,3.56,8.0,5,0.5481,0,1,1
28,3,3,1,Male,PrivateSector,ArabExpat,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,1,0,0,0,0,1,0,1,0,1,4,3,3,3,3,3,2,5,3,4,5,4,3,3,3,3,3,5,1,Both,0,0,1,0,0,5,5,4,4,5,4,10,8,6,3.25,3.0,4.5,5.3,9.0,3,0.935,0,1,1
33,3,2,4,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,2,1,0,1,1,1,1,0,1,0,1,1,4,5,3,3,4,5,1,5,2,6,5,3,5,5,3,4,5,4,3,NoPreference,0,0,0,0,1,4,4,4,4,5,4,5,5,4,3.75,3.0,4.17,6.7,7.0,4,0.6169,1,0,1
33,2,2,2,Male,Government,ArabExpat,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,1,0,1,1,0,1,2,2,3,4,2,4,2,5,2,4,5,4,4,4,4,5,4,3,2,WhatsApp,0,0,0,1,0,4,3,2,4,4,5,8,8,2,3.0,3.0,3.67,5.6,8.0,4,0.7769,0,0,1
37,5,4,5,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,2,1,0,0,0,1,0,1,0,1,0,1,0,4,3,5,4,4,4,2,5,2,4,4,4,4,4,3,5,5,5,2,Both,0,0,1,0,0,5,3,4,5,4,4,7,4,3,3.88,1.0,4.17,7.16,2.0,3,0.7019,0,0,0
37,2,3,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,1,1,1,0,1,0,1,1,4,4,5,5,4,4,4,5,4,6,4,4,5,5,3,3,3,5,1,Both,0,0,1,0,0,5,3,4,3,5,4,5,5,4,4.38,0.0,4.0,7.96,4.0,4,0.605,0,0,0
44,5,3,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,1,1,5,2,3,3,2,3,2,3,1,3,4,4,3,3,5,5,5,5,2,Both,0,0,1,0,0,3,4,3,2,1,3,4,4,5,2.88,1.0,3.0,4.76,4.0,3,0.47,0,0,1
33,2,3,3,Male,BusinessOwner,EastAsian,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,1,0,0,1,1,1,1,1,0,1,1,3,3,3,3,3,3,3,3,4,4,4,5,5,5,3,4,4,5,3,MobileOnly,1,0,0,0,0,3,3,3,3,3,3,5,2,1,4.25,0.0,4.17,8.3,4.0,5,0.5719,0,0,0
30,3,4,3,Female,BusinessOwner,SouthAsian,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,3,0,1,1,0,0,1,1,0,1,0,1,3,5,2,3,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,Both,0,0,1,0,0,4,5,5,3,5,4,9,8,4,3.25,6.0,4.33,5.7,9.0,4,0.8731,0,1,1
34,5,4,2,NonBinary,PrivateSector,SouthAsian,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,1,1,0,0,0,1,0,0,1,0,1,2,5,5,2,4,2,4,2,4,4,3,3,5,2,4,4,3,1,Both,0,0,1,0,0,4,5,5,4,2,4,5,5,4,3.12,6.0,4.0,5.44,8.0,2,0.605,0,0,0
44,2,3,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,0,0,0,0,1,1,1,0,1,1,1,3,3,1,1,5,3,3,2,3,4,4,5,4,4,4,5,3,2,MobileOnly,1,0,0,0,0,5,4,2,3,2,4,7,5,6,2.5,1.0,3.33,3.8,3.0,5,0.6581,0,0,1
40,5,4,4,Male,PartTime,SouthAsian,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,1,0,1,1,1,1,0,0,1,3,3,3,2,2,3,3,2,5,3,2,2,5,4,5,5,5,5,3,NoPreference,0,0,0,0,1,3,3,3,4,4,5,7,6,7,2.62,3.0,3.67,3.84,7.0,4,0.6969,0,0,0
29,3,3,2,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,1,0,0,1,1,1,0,1,0,4,3,3,5,4,4,1,4,2,4,3,5,4,4,4,3,5,4,2,Both,0,0,1,0,0,3,4,2,5,3,3,7,7,6,3.5,6.0,3.33,5.8,8.0,4,0.6881,1,0,1
34,5,3,3,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,1,4,3,5,3,3,5,4,4,3,5,3,5,4,4,3,4,5,5,3,Both,0,0,1,0,0,5,5,3,3,4,4,6,3,5,3.88,0.0,4.0,6.76,3.0,2,0.625,1,0,1
33,3,3,4,Male,PrivateSector,ArabExpat,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,3,0,0,0,0,0,1,0,1,0,0,1,3,3,4,5,1,4,2,3,4,3,3,3,4,5,3,5,4,4,3,Both,0,0,1,0,0,5,3,2,5,3,3,5,5,7,3.12,1.0,3.5,4.84,4.0,3,0.57,0,0,1
34,2,3,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,3,1,1,0,0,0,1,0,0,0,0,1,3,3,4,3,2,3,5,4,2,3,4,5,5,4,4,3,4,3,3,WebOnly,0,1,0,0,0,5,5,4,4,3,3,8,9,5,3.38,3.0,4.0,5.76,6.0,2,0.815,0,0,1
38,2,3,4,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,1,0,1,0,0,1,4,3,4,4,3,5,3,5,3,4,5,4,4,4,2,4,5,5,3,WhatsApp,0,0,0,1,0,3,4,4,4,5,3,4,6,2,3.88,4.0,3.83,7.36,6.0,3,0.5581,0,0,0
29,2,3,3,Female,BusinessOwner,SouthAsian,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,0,1,1,2,2,1,3,2,3,1,4,4,6,5,4,5,2,4,4,5,4,3,Both,0,0,1,0,0,3,5,3,4,3,3,6,4,4,2.25,4.0,3.5,3.7,7.0,2,0.605,0,0,1
34,2,2,4,Male,Government,Western,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,2,0,1,1,0,0,1,0,1,0,1,0,3,3,3,3,3,3,3,3,2,4,5,5,4,5,3,5,4,4,2,Both,0,0,1,0,0,4,4,4,5,5,4,8,7,4,3.0,6.0,4.33,5.2,8.0,3,0.8081,0,0,0
42,2,3,5,Male,PrivateSector,EastAsian,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,2,1,0,1,0,0,1,0,0,1,1,0,1,4,4,5,4,5,5,4,4,7,4,4,4,4,5,3,3,5,4,1,MobileOnly,1,0,0,0,0,4,5,3,2,4,4,6,4,3,4.38,2.0,3.67,8.16,7.0,3,0.6169,0,0,0
